Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,11,11,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,50,51,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,82,85,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,149,152,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,180,183,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,478,489,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,29,30,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,70,78,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,157,170,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,172,184,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,260,285,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,705,769,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,25-34,14,14,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,35-44,26,26,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,45-54,51,51,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,55-64,147,147,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,65-74,249,249,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,75-84,254,255,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,85+,250,250,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Sepsis,Sepsis,A40-A41,All Ages,992,993,
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,15,19,
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,75,90,
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,153,180,
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,177,203,
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,161,182,
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,593,686,
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,35-44,34,34,
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,45-54,76,77,
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,55-64,225,227,
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,65-74,360,361,
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,75-84,379,382,
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,85+,350,355,
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Diabetes,Diabetes,E10-E14,All Ages,1433,1445,
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,35-44,36,36,
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,45-54,55,55,
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,55-64,56,56,
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,65-74,53,53,
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,75-84,38,38,
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,85+,20,20,
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Obesity,Obesity,E65-E68,All Ages,272,272,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,65-74,18,18,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,75-84,84,84,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,85+,213,213,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Alzheimer disease,Alzheimer disease,G30,All Ages,319,319,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,15,15,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,112,112,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,408,408,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1087,1088,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1623,1624,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,35-44,14,14,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,45-54,54,55,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,55-64,139,143,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,65-74,265,271,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,75-84,274,283,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,85+,305,313,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Renal failure,Renal failure,N17-N19,All Ages,1056,1084,
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,19,42,
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,36,73,
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,41,76,
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,57,120,
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,172,364,
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,29,42,
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,59,89,
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,175,269,
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,476,737,
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,952,1538,
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1186,1787,
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1579,2402,
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,4465,6877,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,0-24,23,23,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,25-34,80,80,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,35-44,210,210,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,45-54,587,587,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,55-64,1610,1610,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,65-74,2919,2919,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,75-84,3899,3899,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,85+,5586,5586,
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,COVID-19,COVID-19,U071,All Ages,14917,14917,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,12,12,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,20,20,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,86,88,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,180,188,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,341,357,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,367,374,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,388,390,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1395,1430,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
